1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 Absolutely ! Your order is a short orange juice and a white chocolate cheesecake . Is that right ?
1 Absolutely ! Your order is a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Sure ! So that would be a grande chai tea latte and an egg sandwich . Is that right ?
1 Sure ! So that would be a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Sure ! Your order is a grande chai tea latte and an egg sandwich . Is that right ?
1 Sure ! Your order is a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Of course ! So that would be a grande chai tea latte and an egg sandwich . Is that right ?
1 Of course ! So that would be a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Of course ! Your order is a grande chai tea latte and an egg sandwich . Is that right ?
1 Of course ! Your order is a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Absolutely ! So that would be a grande chai tea latte and an egg sandwich . Is that right ?
1 Absolutely ! So that would be a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Absolutely ! Your order is a grande chai tea latte and an egg sandwich . Is that right ?
1 Absolutely ! Your order is a grande chai tea latte and an egg sandwich . Did I get that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! So that would be a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! Your order is a short iced pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! So that would be a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Sure ! So that would be a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Sure ! Your order is a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Of course ! So that would be a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Of course ! Your order is a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a grande raspberry lemonade and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a grande raspberry lemonade and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Sure ! So that would be a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Sure ! Your order is a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Of course ! So that would be a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Of course ! Your order is a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a grande salted caramel mocha and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a grande salted caramel mocha and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a tall soy latte and a lemon cheesecake . Is that right ?
1 Sure ! So that would be a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Sure ! Your order is a tall soy latte and a lemon cheesecake . Is that right ?
1 Sure ! Your order is a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Of course ! So that would be a tall soy latte and a lemon cheesecake . Is that right ?
1 Of course ! So that would be a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Of course ! Your order is a tall soy latte and a lemon cheesecake . Is that right ?
1 Of course ! Your order is a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Absolutely ! So that would be a tall soy latte and a lemon cheesecake . Is that right ?
1 Absolutely ! So that would be a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Absolutely ! Your order is a tall soy latte and a lemon cheesecake . Is that right ?
1 Absolutely ! Your order is a tall soy latte and a lemon cheesecake . Did I get that right ?
1 Sure ! So that would be a short soy latte and a lemon cheesecake . Is that right ?
1 Sure ! So that would be a short soy latte and a lemon cheesecake . Did I get that right ?
1 Sure ! Your order is a short soy latte and a lemon cheesecake . Is that right ?
1 Sure ! Your order is a short soy latte and a lemon cheesecake . Did I get that right ?
1 Of course ! So that would be a short soy latte and a lemon cheesecake . Is that right ?
1 Of course ! So that would be a short soy latte and a lemon cheesecake . Did I get that right ?
1 Of course ! Your order is a short soy latte and a lemon cheesecake . Is that right ?
1 Of course ! Your order is a short soy latte and a lemon cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short soy latte and a lemon cheesecake . Is that right ?
1 Absolutely ! So that would be a short soy latte and a lemon cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short soy latte and a lemon cheesecake . Is that right ?
1 Absolutely ! Your order is a short soy latte and a lemon cheesecake . Did I get that right ?
1 Sure ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a grande strawberry lemonade and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a grande bottle of water and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a grande bottle of water and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a grande bottle of water and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a grande bottle of water and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a grande bottle of water and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a grande bottle of water and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a grande bottle of water and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a grande bottle of water and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande bottle of water and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a grande bottle of water and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande bottle of water and a raspberry cheesecake . Is that right ?
